UDI,Product_ID,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,label,Power_kw,Combined_Energy,Temp_Delta,High_Temp_Flag,Wear_x_Torque,Stress_Index,Torque_per_Wear,Speed_x_Temp,Torque_sq,Speed_sq,Temp_Squared,Log_Tool_Wear,Wear_Bin
795,H30208,H,296.9,307.9,1547,32.6,79,0,50.4322,3984.1438000000003,11.0,0,2575.4,122213,0.40750000000000003,476321.3,1062.76,2393209,94802.40999999999,4.382026634673881,1
796,L47975,L,296.9,307.8,1605,37.0,84,0,59.385,4988.34,10.900000000000034,0,3108.0,134820,0.43529411764705883,494019.0,1369.0,2576025,94740.84000000001,4.442651256490317,1
797,M15656,M,296.9,307.9,2010,18.9,86,0,37.989,3267.0539999999996,11.0,0,1625.3999999999999,172860,0.21724137931034482,618879.0,357.2099999999999,4040100,94802.40999999999,4.465908118654584,1
798,L47977,L,296.8,307.7,1565,40.1,89,0,62.7565,5585.3285000000005,10.899999999999977,0,3568.9,139285,0.4455555555555556,481550.5,1608.0100000000002,2449225,94679.29,4.499809670330265,1
799,M15658,M,296.9,307.8,1828,24.6,91,0,44.9688,4092.1608,10.900000000000034,0,2238.6,166348,0.2673913043478261,562658.4,605.1600000000001,3341584,94740.84000000001,4.5217885770490405,1
800,M15659,M,297.0,307.8,1579,34.1,94,0,53.843900000000005,5061.3266,10.800000000000011,0,3205.4,148426,0.3589473684210526,486016.2,1162.8100000000002,2493241,94740.84000000001,4.553876891600541,1
801,M15660,M,297.0,307.9,1882,24.2,97,0,45.5444,4417.8068,10.899999999999977,0,2347.4,182554,0.24693877551020407,579467.7999999999,585.64,3541924,94802.40999999999,4.584967478670572,1
802,L47981,L,296.9,307.8,1285,52.1,100,0,66.9485,6694.849999999999,10.900000000000034,0,5210.0,128500,0.5158415841584159,395523.0,2714.4100000000003,1651225,94740.84000000001,4.61512051684126,1
803,L47982,L,296.9,307.8,1571,35.0,102,0,54.985,5608.47,10.900000000000034,0,3570.0,160242,0.33980582524271846,483553.80000000005,1225.0,2468041,94740.84000000001,4.634728988229636,1
804,H30217,H,296.9,307.8,1549,37.8,104,0,58.5522,6089.4288,10.900000000000034,0,3931.2,161096,0.36,476782.2,1428.8399999999997,2399401,94740.84000000001,4.653960350157523,1
805,M15664,M,296.9,307.8,1544,37.6,109,0,58.0544,6327.9296,10.900000000000034,0,4098.400000000001,168296,0.34181818181818185,475243.2,1413.7600000000002,2383936,94740.84000000001,4.700480365792417,2
806,M15665,M,297.0,307.9,1412,47.4,112,0,66.92880000000001,7496.025600000001,10.899999999999977,0,5308.8,158144,0.4194690265486726,434754.8,2246.7599999999998,1993744,94802.40999999999,4.727387818712341,2
807,M15666,M,297.0,307.9,1422,53.0,115,0,75.366,8667.09,10.899999999999977,0,6095.0,163530,0.45689655172413796,437833.8,2809.0,2022084,94802.40999999999,4.7535901911063645,2
808,L47987,L,297.0,307.7,1867,22.8,118,0,42.5676,5022.9767999999995,10.699999999999989,0,2690.4,220306,0.1915966386554622,574475.9,519.84,3485689,94679.29,4.77912349311153,2
809,L47988,L,296.9,307.7,1424,43.3,120,0,61.6592,7399.103999999999,10.800000000000011,0,5196.0,170880,0.35785123966942145,438164.8,1874.8899999999996,2027776,94679.29,4.795790545596741,2
810,L47989,L,296.9,307.6,1452,45.7,122,0,66.35640000000001,8095.480800000001,10.700000000000045,0,5575.400000000001,177144,0.3715447154471545,446635.2,2088.4900000000002,2108304,94617.76000000001,4.812184355372417,2
811,L47990,L,296.9,307.7,1550,39.7,124,0,61.53500000000001,7630.340000000001,10.800000000000011,0,4922.8,192200,0.31760000000000005,476935.0,1576.0900000000001,2402500,94679.29,4.8283137373023015,2
812,L47991,L,296.8,307.6,1588,37.6,126,0,59.708800000000004,7523.308800000001,10.800000000000011,0,4737.6,200088,0.29606299212598425,488468.80000000005,1413.7600000000002,2521744,94617.76000000001,4.844187086458591,2
813,L47992,L,296.8,307.6,1338,44.4,128,0,59.407199999999996,7604.1215999999995,10.800000000000011,0,5683.2,171264,0.3441860465116279,411568.80000000005,1971.36,1790244,94617.76000000001,4.859812404361672,2
814,L47993,L,296.8,307.6,1513,40.0,130,0,60.52,7867.6,10.800000000000011,0,5200.0,196690,0.3053435114503817,465398.80000000005,1600.0,2289169,94617.76000000001,4.875197323201151,2
815,M15674,M,296.8,307.5,1470,45.9,132,0,67.473,8906.436,10.699999999999989,0,6058.8,194040,0.3451127819548872,452025.0,2106.81,2160900,94556.25,4.890349128221754,2
816,M15675,M,296.8,307.5,1516,36.7,135,0,55.63720000000001,7511.022000000001,10.699999999999989,0,4954.5,204660,0.26985294117647063,466170.0,1346.89,2298256,94556.25,4.912654885736052,2
817,L47996,L,296.8,307.6,1434,48.3,138,0,69.26219999999999,9558.183599999998,10.800000000000011,0,6665.4,197892,0.3474820143884892,441098.4,2332.89,2056356,94617.76000000001,4.9344739331306915,2
818,L47997,L,296.8,307.6,1368,52.0,140,0,71.136,9959.039999999999,10.800000000000011,0,7280.0,191520,0.36879432624113473,420796.80000000005,2704.0,1871424,94617.76000000001,4.948759890378168,2
819,L47998,L,296.8,307.6,1304,48.7,142,0,63.5048,9017.6816,10.800000000000011,0,6915.400000000001,185168,0.3405594405594406,401110.4,2371.69,1700416,94617.76000000001,4.962844630259907,2
820,L47999,L,296.8,307.6,1398,46.7,144,0,65.2866,9401.270400000001,10.800000000000011,0,6724.8,201312,0.3220689655172414,430024.80000000005,2180.8900000000003,1954404,94617.76000000001,4.976733742420574,2
821,L48000,L,296.7,307.6,1516,37.4,146,0,56.6984,8277.9664,10.900000000000034,0,5460.4,221336,0.254421768707483,466321.60000000003,1398.76,2298256,94617.76000000001,4.990432586778736,2
822,L48001,L,296.7,307.6,1474,41.7,148,0,61.4658,9096.938400000001,10.900000000000034,0,6171.6,218152,0.27986577181208055,453402.4,1738.8900000000003,2172676,94617.76000000001,5.003946305945459,2
823,M15682,M,296.7,307.6,1547,34.7,150,0,53.6809,8052.135,10.900000000000034,0,5205.0,232050,0.22980132450331128,475857.2,1204.0900000000001,2393209,94617.76000000001,5.017279836814924,2
824,M15683,M,296.6,307.5,1482,39.9,153,0,59.1318,9047.1654,10.899999999999977,0,6104.7,226746,0.2590909090909091,455715.0,1592.01,2196324,94556.25,5.0369526024136295,2
825,L48004,L,296.6,307.4,1436,42.8,156,0,61.4608,9587.8848,10.799999999999955,0,6676.799999999999,224016,0.27261146496815286,441426.39999999997,1831.8399999999997,2062096,94494.75999999998,5.056245805348308,2
826,L48005,L,296.6,307.3,1474,40.0,158,0,58.96,9315.68,10.699999999999989,0,6320.0,232892,0.25157232704402516,452960.2,1600.0,2172676,94433.29000000001,5.0689042022202315,2
827,L48006,L,296.5,307.2,1481,38.2,160,0,56.574200000000005,9051.872000000001,10.699999999999989,0,6112.0,236960,0.23726708074534164,454963.2,1459.2400000000002,2193361,94371.84,5.081404364984463,2
828,L48007,L,296.5,307.3,1501,42.1,162,0,63.192099999999996,10237.1202,10.800000000000011,0,6820.2,243162,0.25828220858895706,461257.3,1772.41,2253001,94433.29000000001,5.093750200806762,2
829,L48008,L,296.5,307.3,1566,37.2,164,0,58.2552,9553.8528,10.800000000000011,0,6100.8,256824,0.22545454545454546,481231.80000000005,1383.8400000000001,2452356,94433.29000000001,5.10594547390058,3
830,L48009,L,296.5,307.3,1579,34.5,166,0,54.4755,9042.932999999999,10.800000000000011,0,5727.0,262114,0.20658682634730538,485226.7,1190.25,2493241,94433.29000000001,5.117993812416755,3
831,L48010,L,296.6,307.4,1631,35.0,168,0,57.085,9590.28,10.799999999999955,0,5880.0,274008,0.20710059171597633,501369.39999999997,1225.0,2660161,94494.75999999998,5.1298987149230735,3
832,M15691,M,296.6,307.4,1544,42.3,170,0,65.3112,11102.904,10.799999999999955,0,7190.999999999999,262480,0.24736842105263157,474625.6,1789.2899999999997,2383936,94494.75999999998,5.14166355650266,3
833,L48012,L,296.6,307.4,1521,38.6,173,0,58.7106,10156.9338,10.799999999999955,0,6677.8,263133,0.22183908045977013,467555.39999999997,1489.96,2313441,94494.75999999998,5.159055299214529,3
834,L48013,L,296.6,307.4,1616,28.0,175,0,45.248,7918.4,10.799999999999955,0,4900.0,282800,0.1590909090909091,496758.39999999997,784.0,2611456,94494.75999999998,5.170483995038151,3
835,H30248,H,296.6,307.4,1333,50.2,177,0,66.9166,11844.2382,10.799999999999955,0,8885.4,235941,0.28202247191011237,409764.19999999995,2520.0400000000004,1776889,94494.75999999998,5.181783550292085,3
836,M15695,M,296.7,307.4,1533,32.5,182,0,49.8225,9067.695,10.699999999999989,0,5915.0,279006,0.17759562841530055,471244.19999999995,1056.25,2350089,94494.75999999998,5.209486152841421,3
837,L48016,L,296.6,307.4,1368,45.1,185,0,61.6968,11413.908000000001,10.799999999999955,0,8343.5,253080,0.2424731182795699,420523.19999999995,2034.0100000000002,1871424,94494.75999999998,5.225746673713202,3
838,L48017,L,296.6,307.4,1465,47.8,187,0,70.027,13095.049,10.799999999999955,0,8938.6,273955,0.2542553191489362,450340.99999999994,2284.8399999999997,2146225,94494.75999999998,5.236441962829949,3
839,H30252,H,296.6,307.4,1406,41.5,189,0,58.349,11027.961,10.799999999999955,0,7843.5,265734,0.21842105263157896,432204.39999999997,1722.25,1976836,94494.75999999998,5.247024072160486,3
840,M15699,M,296.5,307.4,1565,43.5,194,0,68.0775,13207.035,10.899999999999977,0,8439.0,303610,0.2230769230769231,481080.99999999994,1892.25,2449225,94494.75999999998,5.272999558563747,3
841,L48020,L,296.6,307.5,1582,37.9,197,0,59.9578,11811.686599999999,10.899999999999977,0,7466.299999999999,311654,0.1914141414141414,486465.0,1436.4099999999999,2502724,94556.25,5.288267030694535,3
842,L48021,L,296.6,307.5,1439,45.5,199,0,65.4745,13029.425500000001,10.899999999999977,0,9054.5,286361,0.2275,442492.5,2070.25,2070721,94556.25,5.298317366548036,3
843,M15702,M,296.6,307.5,1566,35.0,201,0,54.81,11016.810000000001,10.899999999999977,0,7035.0,314766,0.17326732673267325,481545.0,1225.0,2452356,94556.25,5.308267697401205,3
844,L48023,L,296.6,307.5,1485,42.7,204,0,63.40950000000001,12935.538000000002,10.899999999999977,0,8710.800000000001,302940,0.2082926829268293,456637.5,1823.2900000000002,2205225,94556.25,5.3230099791384085,3
845,L48024,L,296.5,307.5,1566,35.1,206,0,54.96660000000001,11323.119600000002,11.0,0,7230.6,322596,0.16956521739130437,481545.0,1232.01,2452356,94556.25,5.332718793265369,3
846,L48025,L,296.3,307.3,1439,41.5,208,0,59.7185,12421.448,11.0,0,8632.0,299312,0.19856459330143542,442204.7,1722.25,2070721,94433.29000000001,5.342334251964811,3
847,M15706,M,296.4,307.4,1416,50.0,210,0,70.8,14868.0,11.0,0,10500.0,297360,0.23696682464454977,435278.39999999997,2500.0,2005056,94494.75999999998,5.351858133476067,3
848,L48027,L,296.4,307.4,2833,5.6,213,1,15.864799999999999,3379.2023999999997,11.0,0,1192.8,603429,0.02616822429906542,870864.2,31.359999999999996,8025889,94494.75999999998,5.365976015021851,3
849,L48028,L,296.3,307.4,1465,47.1,215,0,69.0015,14835.322499999998,11.099999999999966,0,10126.5,314975,0.21805555555555556,450340.99999999994,2218.4100000000003,2146225,94494.75999999998,5.375278407684165,3
850,H30263,H,296.4,307.4,1586,35.5,0,0,56.303,0.0,11.0,0,0.0,0,35.5,487536.39999999997,1260.25,2515396,94494.75999999998,0.0,0
851,L48030,L,296.3,307.3,1567,31.4,5,0,49.203799999999994,246.01899999999998,11.0,0,157.0,7835,5.233333333333333,481539.10000000003,985.9599999999999,2455489,94433.29000000001,1.791759469228055,0
852,M15711,M,296.2,307.2,1389,48.6,7,0,67.50540000000001,472.53780000000006,11.0,0,340.2,9723,6.075,426700.8,2361.96,1929321,94371.84,2.0794415416798357,0
853,M15712,M,296.3,307.3,1368,49.5,10,0,67.716,677.16,11.0,0,495.0,13680,4.5,420386.4,2450.25,1871424,94433.29000000001,2.3978952727983707,0
854,L48033,L,296.3,307.3,1444,49.0,13,0,70.756,919.828,11.0,0,637.0,18772,3.5,443741.2,2401.0,2085136,94433.29000000001,2.6390573296152584,0
855,M15714,M,296.3,307.3,1498,41.6,15,0,62.3168,934.752,11.0,0,624.0,22470,2.6,460335.4,1730.5600000000002,2244004,94433.29000000001,2.772588722239781,0
856,L48035,L,296.1,307.2,1615,30.8,18,0,49.742,895.356,11.099999999999966,0,554.4,29070,1.6210526315789473,496128.0,948.6400000000001,2608225,94371.84,2.9444389791664403,0
857,L48036,L,296.1,307.1,1898,22.7,20,0,43.0846,861.692,11.0,0,454.0,37960,1.0809523809523809,582875.8,515.29,3602404,94310.41000000002,3.044522437723423,0
858,M15717,M,296.1,307.1,1350,53.3,22,0,71.955,1583.01,11.0,0,1172.6,29700,2.317391304347826,414585.00000000006,2840.89,1822500,94310.41000000002,3.1354942159291497,0
859,M15718,M,296.2,307.0,1516,37.6,25,0,57.001599999999996,1425.04,10.800000000000011,0,940.0,37900,1.4461538461538461,465412.0,1413.7600000000002,2298256,94249.0,3.258096538021482,0
860,H30273,H,296.2,307.0,1542,40.6,28,0,62.6052,1752.9456,10.800000000000011,0,1136.8,43176,1.4000000000000001,473394.0,1648.3600000000001,2377764,94249.0,3.367295829986474,0
861,H30274,H,296.1,306.9,1541,32.6,33,0,50.2366,1657.8078,10.799999999999955,0,1075.8,50853,0.9588235294117647,472932.89999999997,1062.76,2374681,94187.60999999999,3.5263605246161616,0
862,M15721,M,296.1,306.9,1951,23.3,38,0,45.4583,1727.4154,10.799999999999955,0,885.4,74138,0.5974358974358974,598761.8999999999,542.89,3806401,94187.60999999999,3.6635616461296463,0
863,H30276,H,296.1,306.8,1645,31.0,41,0,50.995,2090.795,10.699999999999989,0,1271.0,67445,0.7380952380952381,504686.0,961.0,2706025,94126.24,3.7376696182833684,0
864,L48043,L,296.0,306.7,1416,44.2,46,0,62.5872,2879.0112,10.699999999999989,0,2033.2,65136,0.9404255319148936,434287.2,1953.6400000000003,2005056,94064.89,3.8501476017100584,0
865,M15724,M,296.0,306.7,2044,22.3,48,0,45.5812,2187.8976000000002,10.699999999999989,0,1070.4,98112,0.45510204081632655,626894.7999999999,497.29,4177936,94064.89,3.8918202981106265,0
866,L48045,L,295.9,306.6,1414,50.2,51,0,70.9828,3620.1228,10.700000000000045,0,2560.2000000000003,72114,0.9653846153846154,433532.4,2520.0400000000004,1999396,94003.56000000001,3.9512437185814275,0
867,L48046,L,295.9,306.6,1678,26.7,53,0,44.8026,2374.5378,10.700000000000045,0,1415.1,88934,0.4944444444444444,514474.80000000005,712.89,2815684,94003.56000000001,3.9889840465642745,0
868,H30281,H,295.9,306.5,1594,33.2,55,0,52.9208,2910.644,10.600000000000023,0,1826.0000000000002,87670,0.5928571428571429,488561.0,1102.2400000000002,2540836,93942.25,4.02535169073515,1
869,M15728,M,295.8,306.5,1514,37.7,60,0,57.0778,3424.668,10.699999999999989,0,2262.0,90840,0.618032786885246,464041.0,1421.2900000000002,2292196,93942.25,4.110873864173311,1
870,L48049,L,295.8,306.5,1358,49.2,63,0,66.81360000000001,4209.2568,10.699999999999989,0,3099.6000000000004,85554,0.76875,416227.0,2420.6400000000003,1844164,93942.25,4.1588830833596715,1
871,L48050,L,295.8,306.4,1325,56.2,65,0,74.465,4840.225,10.599999999999966,0,3653.0,86125,0.8515151515151516,405979.99999999994,3158.4400000000005,1755625,93880.95999999999,4.189654742026425,1
872,L48051,L,295.8,306.4,1339,53.2,67,0,71.2348,4772.7316,10.599999999999966,0,3564.4,89713,0.7823529411764706,410269.6,2830.2400000000002,1792921,93880.95999999999,4.219507705176107,1
873,M15732,M,295.8,306.4,1335,51.7,69,0,69.0195,4762.345499999999,10.599999999999966,0,3567.3,92115,0.7385714285714287,409043.99999999994,2672.8900000000003,1782225,93880.95999999999,4.248495242049359,1
874,L48053,L,295.9,306.4,1892,21.7,72,0,41.056400000000004,2956.0608,10.5,0,1562.3999999999999,136224,0.29726027397260274,579708.7999999999,470.89,3579664,93880.95999999999,4.290459441148391,1
875,L48054,L,295.9,306.4,1575,28.5,74,0,44.8875,3321.675,10.5,0,2109.0,116550,0.38,482579.99999999994,812.25,2480625,93880.95999999999,4.31748811353631,1
876,M15735,M,295.8,306.3,1444,45.5,76,0,65.702,4993.352,10.5,0,3458.0,109744,0.5909090909090909,442297.2,2070.25,2085136,93819.69,4.343805421853684,1
877,L48056,L,295.7,306.3,1915,22.4,79,0,42.896,3388.784,10.600000000000023,0,1769.6,151285,0.27999999999999997,586564.5,501.75999999999993,3667225,93819.69,4.382026634673881,1
878,M15737,M,295.6,306.2,1584,33.6,81,0,53.2224,4311.0144,10.599999999999966,0,2721.6,128304,0.40975609756097564,485020.8,1128.96,2509056,93758.43999999999,4.406719247264253,1
879,M15738,M,295.7,306.3,1685,34.9,84,0,58.8065,4939.746,10.600000000000023,0,2931.6,141540,0.41058823529411764,516115.5,1218.01,2839225,93819.69,4.442651256490317,1
880,L48059,L,295.8,306.3,1337,54.6,87,0,73.00019999999999,6351.0174,10.5,0,4750.2,116319,0.6204545454545455,409523.10000000003,2981.1600000000003,1787569,93819.69,4.477336814478207,1
881,M15740,M,295.8,306.3,1235,76.2,89,1,94.107,8375.523,10.5,0,6781.8,109915,0.8466666666666667,378280.5,5806.4400000000005,1525225,93819.69,4.499809670330265,1
882,L48061,L,295.7,306.2,1464,46.2,92,0,67.63680000000001,6222.5856,10.5,0,4250.400000000001,134688,0.49677419354838714,448276.8,2134.44,2143296,93758.43999999999,4.532599493153256,1
883,M15742,M,295.7,306.2,1739,25.9,94,0,45.040099999999995,4233.769399999999,10.5,0,2434.6,163466,0.2726315789473684,532481.7999999999,670.81,3024121,93758.43999999999,4.553876891600541,1
884,L48063,L,295.7,306.3,1490,34.3,97,0,51.10699999999999,4957.378999999999,10.600000000000023,0,3327.1,144530,0.35,456387.0,1176.4899999999998,2220100,93819.69,4.584967478670572,1
885,L48064,L,295.8,306.4,1356,48.0,99,0,65.088,6443.7119999999995,10.599999999999966,0,4752.0,134244,0.48,415478.39999999997,2304.0,1838736,93880.95999999999,4.605170185988092,1
886,L48065,L,295.7,306.2,1397,52.0,101,0,72.644,7337.044000000001,10.5,0,5252.0,141097,0.5098039215686274,427761.39999999997,2704.0,1951609,93758.43999999999,4.624972813284271,1
887,L48066,L,295.7,306.2,1458,40.6,103,0,59.1948,6097.0644,10.5,0,4181.8,150174,0.3903846153846154,446439.6,1648.3600000000001,2125764,93758.43999999999,4.6443908991413725,1
888,H30301,H,295.7,306.2,2161,16.5,105,0,35.6565,3743.9325000000003,10.5,0,1732.5,226905,0.15566037735849056,661698.2,272.25,4669921,93758.43999999999,4.663439094112067,1
889,M15748,M,295.6,306.1,1651,28.1,110,0,46.393100000000004,5103.241,10.5,0,3091.0,181610,0.2531531531531532,505371.10000000003,789.6100000000001,2725801,93697.21000000002,4.709530201312334,2
890,L48069,L,295.6,306.1,1389,46.2,113,0,64.1718,7251.4134,10.5,0,5220.6,156957,0.4052631578947369,425172.9,2134.44,1929321,93697.21000000002,4.736198448394496,2
891,L48070,L,295.6,306.0,1370,52.4,115,0,71.788,8255.619999999999,10.399999999999977,0,6026.0,157550,0.4517241379310345,419220.0,2745.7599999999998,1876900,93636.0,4.7535901911063645,2
892,L48071,L,295.7,306.1,1408,47.9,117,0,67.44319999999999,7890.854399999999,10.400000000000034,0,5604.3,164736,0.4059322033898305,430988.80000000005,2294.41,1982464,93697.21000000002,4.770684624465665,2
893,L48072,L,295.7,306.1,1343,54.4,119,0,73.0592,8694.0448,10.400000000000034,0,6473.599999999999,159817,0.4533333333333333,411092.30000000005,2959.3599999999997,1803649,93697.21000000002,4.787491742782046,2
894,M15753,M,295.7,306.2,1423,42.5,121,0,60.4775,7317.7775,10.5,0,5142.5,172183,0.3483606557377049,435722.6,1806.25,2024929,93758.43999999999,4.804021044733257,2
895,L48074,L,295.6,306.2,1426,48.6,124,0,69.3036,8593.6464,10.599999999999966,0,6026.400000000001,176824,0.38880000000000003,436641.2,2361.96,2033476,93758.43999999999,4.8283137373023015,2
896,M15755,M,295.6,306.2,1435,51.6,126,0,74.046,9329.796,10.599999999999966,0,6501.6,180810,0.4062992125984252,439397.0,2662.56,2059225,93758.43999999999,4.844187086458591,2
897,L48076,L,295.5,306.1,1573,35.1,129,0,55.212300000000006,7122.386700000001,10.600000000000023,0,4527.900000000001,202917,0.27,481495.30000000005,1232.01,2474329,93697.21000000002,4.867534450455582,2
898,L48077,L,295.6,306.2,1612,31.2,131,0,50.2944,6588.566400000001,10.599999999999966,0,4087.2,211172,0.23636363636363636,493594.39999999997,973.4399999999999,2598544,93758.43999999999,4.882801922586371,2
899,L48078,L,295.6,306.2,1446,49.9,133,0,72.1554,9596.6682,10.599999999999966,0,6636.7,192318,0.3723880597014925,442765.2,2490.0099999999998,2090916,93758.43999999999,4.897839799950911,2
900,H30313,H,295.6,306.2,1329,55.3,135,0,73.4937,9921.649500000001,10.599999999999966,0,7465.5,179415,0.40661764705882353,406939.8,3058.0899999999997,1766241,93758.43999999999,4.912654885736052,2
901,L48080,L,295.6,306.2,1569,35.1,140,0,55.0719,7710.066,10.599999999999966,0,4914.0,219660,0.24893617021276596,480427.8,1232.01,2461761,93758.43999999999,4.948759890378168,2
902,H30315,H,295.6,306.1,1256,62.3,142,0,78.2488,11111.329600000001,10.5,0,8846.6,178352,0.43566433566433566,384461.60000000003,3881.2899999999995,1577536,93697.21000000002,4.962844630259907,2
903,L48082,L,295.6,306.1,1383,48.7,147,0,67.35210000000001,9900.7587,10.5,0,7158.900000000001,203301,0.3290540540540541,423336.30000000005,2371.69,1912689,93697.21000000002,4.997212273764115,2
904,L48083,L,295.7,306.2,2270,14.6,149,1,33.142,4938.158,10.5,0,2175.4,338230,0.09733333333333333,695074.0,213.16,5152900,93758.43999999999,5.0106352940962555,2
905,H30318,H,295.7,306.2,1458,49.8,151,0,72.60839999999999,10963.868399999998,10.5,0,7519.799999999999,220158,0.3276315789473684,446439.6,2480.0399999999995,2125764,93758.43999999999,5.0238805208462765,2
906,L48085,L,295.6,306.1,1474,41.2,156,0,60.7288,9473.6928,10.5,0,6427.200000000001,229944,0.2624203821656051,451191.4,1697.4400000000003,2172676,93697.21000000002,5.056245805348308,2
907,M15766,M,295.6,306.1,1462,49.2,158,0,71.9304,11365.003200000001,10.5,0,7773.6,230996,0.309433962264151,447518.2,2420.6400000000003,2137444,93697.21000000002,5.0689042022202315,2
908,M15767,M,295.6,306.1,1669,29.0,161,0,48.401,7792.561000000001,10.5,0,4669.0,268709,0.17901234567901234,510880.9,841.0,2785561,93697.21000000002,5.087596335232384,2
909,M15768,M,295.5,306.1,1822,24.3,164,0,44.2746,7261.0344,10.600000000000023,0,3985.2000000000003,298808,0.14727272727272728,557714.2000000001,590.49,3319684,93697.21000000002,5.10594547390058,3
910,L48089,L,295.5,306.0,1456,39.2,167,0,57.0752,9531.5584,10.5,0,6546.400000000001,243152,0.23333333333333334,445536.0,1536.6400000000003,2119936,93636.0,5.123963979403259,3
911,L48090,L,295.5,306.0,1546,35.9,169,0,55.5014,9379.7366,10.5,0,6067.099999999999,261274,0.2111764705882353,473076.0,1288.81,2390116,93636.0,5.135798437050262,3
912,M15771,M,295.6,306.1,1490,42.7,171,0,63.623000000000005,10879.533000000001,10.5,0,7301.700000000001,254790,0.2482558139534884,456089.00000000006,1823.2900000000002,2220100,93697.21000000002,5.147494476813453,3
913,L48092,L,295.6,306.0,1569,40.4,174,0,63.3876,11029.4424,10.399999999999977,0,7029.599999999999,273006,0.23085714285714284,480114.0,1632.1599999999999,2461761,93636.0,5.1647859739235145,3
914,L48093,L,295.5,306.0,1621,29.5,176,0,47.8195,8416.232,10.5,0,5192.0,285296,0.16666666666666666,496026.0,870.25,2627641,93636.0,5.176149732573829,3
915,M15774,M,295.4,305.9,1518,40.6,178,0,61.6308,10970.2824,10.5,0,7226.8,270204,0.22681564245810057,464356.19999999995,1648.3600000000001,2304324,93574.80999999998,5.187385805840755,3
916,M15775,M,295.4,305.8,1526,38.2,181,0,58.293200000000006,10551.069200000002,10.400000000000034,0,6914.200000000001,276206,0.2098901098901099,466650.8,1459.2400000000002,2328676,93513.64000000001,5.204006687076795,3
917,M15776,M,295.3,305.8,1589,36.2,184,0,57.521800000000006,10584.0112,10.5,0,6660.8,292376,0.1956756756756757,485916.2,1310.4400000000003,2524921,93513.64000000001,5.220355825078324,3
918,L48097,L,295.3,305.7,1475,51.0,187,0,75.225,14067.074999999999,10.399999999999977,0,9537.0,275825,0.2712765957446808,450907.5,2601.0,2175625,93452.48999999999,5.236441962829949,3
919,M15778,M,295.3,305.7,1473,38.5,189,0,56.7105,10718.2845,10.399999999999977,0,7276.5,278397,0.2026315789473684,450296.1,1482.25,2169729,93452.48999999999,5.247024072160486,3
920,L48099,L,295.4,305.8,1407,50.7,192,0,71.3349,13696.3008,10.400000000000034,0,9734.400000000001,270144,0.26269430051813475,430260.60000000003,2570.4900000000002,1979649,93513.64000000001,5.262690188904886,3
921,M15780,M,295.5,305.9,1518,44.1,194,0,66.9438,12987.097199999998,10.399999999999977,0,8555.4,294492,0.22615384615384615,464356.19999999995,1944.8100000000002,2304324,93574.80999999998,5.272999558563747,3
922,H30335,H,295.5,305.9,1593,37.2,197,0,59.259600000000006,11674.141200000002,10.399999999999977,0,7328.400000000001,313821,0.1878787878787879,487298.69999999995,1383.8400000000001,2537649,93574.80999999998,5.288267030694535,3
923,M15782,M,295.5,305.9,1380,52.4,202,0,72.312,14607.024,10.399999999999977,0,10584.8,278760,0.258128078817734,422141.99999999994,2745.7599999999998,1904400,93574.80999999998,5.313205979041787,3
924,M15783,M,295.5,306.0,1423,45.3,205,0,64.4619,13214.6895,10.5,0,9286.5,291715,0.21990291262135922,435438.0,2052.0899999999997,2024929,93636.0,5.327876168789581,3
925,L48104,L,295.5,306.0,1800,27.6,208,0,49.68,10333.44,10.5,0,5740.8,374400,0.1320574162679426,550800.0,761.7600000000001,3240000,93636.0,5.342334251964811,3
926,H30339,H,295.6,306.1,1623,30.9,210,0,50.1507,10531.647,10.5,0,6489.0,340830,0.14644549763033174,496800.30000000005,954.81,2634129,93697.21000000002,5.351858133476067,3
927,L48106,L,295.6,306.1,1372,55.6,215,1,76.2832,16400.888,10.5,0,11954.0,294980,0.2574074074074074,419969.2,3091.36,1882384,93697.21000000002,5.375278407684165,3
928,H30341,H,295.6,306.0,1396,52.4,0,0,73.15039999999999,0.0,10.399999999999977,0,0.0,0,52.4,427176.0,2745.7599999999998,1948816,93636.0,0.0,0
929,L48108,L,295.6,306.0,1949,21.9,5,0,42.683099999999996,213.41549999999998,10.399999999999977,0,109.5,9745,3.65,596394.0,479.60999999999996,3798601,93636.0,1.791759469228055,0
930,L48109,L,295.6,306.0,1419,51.1,7,0,72.5109,507.57630000000006,10.399999999999977,0,357.7,9933,6.3875,434214.0,2611.21,2013561,93636.0,2.0794415416798357,0
931,M15790,M,295.5,305.9,1453,47.3,9,0,68.7269,618.5421,10.399999999999977,0,425.7,13077,4.7299999999999995,444472.69999999995,2237.2899999999995,2111209,93574.80999999998,2.302585092994046,0
932,L48111,L,295.5,305.9,1542,36.2,12,0,55.8204,669.8448,10.399999999999977,0,434.40000000000003,18504,2.784615384615385,471697.8,1310.4400000000003,2377764,93574.80999999998,2.5649493574615367,0
933,L48112,L,295.6,306.0,1363,50.0,14,0,68.15,954.1000000000001,10.399999999999977,0,700.0,19082,3.3333333333333335,417078.0,2500.0,1857769,93636.0,2.70805020110221,0
